Date,EFA,GLD,HYG,IWM,LQD,QQQ,SPY,TLT
2019-01-02,-0.0020435825668703484,0.000659591337713554,-0.001357487332978334,0.0056597159146806715,0.003097704101596079,0.004011433109637001,0.0010399053346953472,0.005253527387520864
2019-01-03,-0.009076061342791673,0.00902531942317299,0.0004942285957280447,-0.01805909773658595,0.0004415974390233624,-0.03321668811331375,-0.02415221955879517,0.011315234245861202
2019-01-04,0.03016138678062691,-0.008119106827353268,0.016644216386182867,0.036673097894544426,-0.0006189015767400674,0.04189515790609341,0.032947080069620334,-0.011642647655632426
2019-01-07,0.0038318966745474747,0.0034525160778516237,0.009663662726836351,0.01734238636234977,8.896124409262909e-05,0.011834980572210762,0.00785365776982066,-0.0029524783453915844
2019-01-08,0.006463884701916221,-0.0027117139907279018,0.006469965461488907,0.015214559908005113,0.0022069305398336033,0.00900499909137346,0.009351401988926773,-0.002631943416360346
2019-01-09,0.011171563042184605,0.006397649700215412,0.001193749758951199,0.008221110561038407,0.003784065088486719,0.008116449966466611,0.00466283008398212,-0.001565925358633644
2019-01-10,0.003913001935830352,-0.005904086348646452,0.0039286346810885565,0.005165153156186847,-0.002638744753926335,0.0028562222498629023,0.003521125414665227,-0.006454028671542662
2019-01-11,-0.006858317247106123,0.0017256811414607263,-0.003213188513358459,0.00027820002900959614,0.0018475398441441116,-0.0036648595286671573,0.0003862165043140056,0.0038936872357028906
2019-01-14,-0.004598405480457546,0.002378067354322114,-0.003223881539402945,-0.010002734007445307,-0.002640575157775824,-0.008876391916048661,-0.006119505211498244,-0.0037277636787861317
2019-01-15,0.005253730120661354,-0.0017215161032263467,0.0033430728186976373,0.008400861135978337,0.0006168306069454839,0.019338505456130053,0.011395732163200346,-0.0036592692168315494
2019-01-16,0.002779905975109285,0.0031947551186356582,0.001547461475492632,0.007431121876272526,0.0019361991582931735,-0.00018493974099507033,0.002416486903110919,0.000999623166581262
2019-01-17,0.0035859339863069943,-0.0013094038577051105,0.0027341899273582225,0.009023973446955231,0.0020202668860541287,0.007853297614557622,0.007558487246040286,0.0002494573496820376
2019-01-18,0.010037423325483701,-0.008966489387798326,0.0028435536607586795,0.010233200516771644,0.0017531867076222862,0.009851875596664747,0.013222095935598715,-0.0052555578084894266
2019-01-22,-0.015584845911572751,0.0035468368649853345,-0.006648314859540709,-0.015941137215368533,0.0016626161690711536,-0.020233652423892034,-0.013602659920998515,0.006752397872115902
2019-01-23,0.004570708182188953,-0.0014007184915951448,0.0020229838222279297,-0.0027621760990352872,0.002532912478208447,0.00129575571745402,0.0020903108194648334,-0.00041590171707511607
2019-01-24,0.0011394585559577172,-0.0015678713054947328,0.0010692742682647588,0.005998226251531733,0.0026132302981970498,0.0064548866680657745,0.000531481955732982,0.006544237245253816
2019-01-25,0.011323360843667906,0.014511460180241248,0.0024906465744826494,0.012772675479830815,0.0008694184493876631,0.01187741327974647,0.008425767432503622,-0.00480049278080094
2019-01-28,-0.005483894815737403,0.0034938106026215594,-0.001540954717113132,-0.005376069411143272,-0.00017337709411174444,-0.012428958910547794,-0.007629493025257309,-0.0009958529254015692
2019-01-29,0.0022615699149263198,0.005580978043920208,-0.0005935432095006623,-0.0023906984223207757,0.0021707491598022466,-0.009486649150987478,-0.0013277563629792064,0.005053242885023565
2019-01-30,0.010913305980578917,0.005710387238117351,0.00792291976442859,0.01088447279690716,0.004586507343180607,0.025119837657129617,0.01570682304176656,-0.0007441203912720262
2019-01-31,0.00047865745736816554,0.00048105804332541224,0.002470466093039205,0.00848859744435922,0.00697004344615525,0.01485775210673505,0.008744280310852838,0.008563474110958426
2019-02-01,-0.00031900428210894423,-0.002006018726865743,-0.0004842356876452253,0.000804713770046524,-0.002385304921260642,-0.004231215037351379,0.0004812907304365005,-0.006057549694549595
2019-02-04,0.00366380628102954,-0.0043467903708823,0.0023590864486679576,0.011861274242897546,-0.0013805040636771769,0.012345243346382711,0.007010739388653055,-0.004474865163803914
2019-02-05,0.007761253650269754,0.0025781491687657575,0.0035285549786178067,0.0010593125238770825,0.0040497719180068404,0.008809252731717279,0.004183146481688307,0.004557339801836683
2019-02-06,-0.0050616131963749375,-0.006781846869660092,-0.0009397487447138792,-0.0012580032577554896,-0.0018936504706346896,-0.002986531336712236,-0.0013190581918426194,0.0004952458165190538
2019-02-07,-0.013410138498379418,0.0024273450059934865,-0.0034129917611564245,-0.008249588588931137,-0.00017233569629040174,-0.013520750717011715,-0.009578531324045339,0.0065884406648692995
2019-02-08,-0.0032197312046915913,0.003791101346321012,-0.00023653705390844508,0.0010686295033279104,0.0024956694377619346,0.0019599740362611744,0.001220855011243489,0.0042590509724870435
2019-02-11,-0.0009678910822734753,-0.004923141507008373,0.00047157116897843,0.008306941361782356,-0.002237134652119559,-0.0009498825205073599,0.0005542645845279241,-0.003930474097199179
2019-02-12,0.01155331833252913,0.0021013677593768472,0.004821284285153146,0.012430410569067529,0.0013774987654896493,0.014677808403333338,0.012777617501383925,-0.0025468762734823197
2019-02-13,0.0001595767804583063,-0.003963908091330168,-0.0014083721954817885,0.0028066187402192556,-0.002584283841839817,0.0007025153334401695,0.0032414441083037752,-0.003791287395818163
2019-02-14,0.00031892684470492783,0.005577307519395154,0.00011739098259995671,0.002278863408643757,0.0011205859869981923,0.0012268869331269637,-0.002220496543515047,0.005681439326279519
2019-02-15,0.014407056492103259,0.005947180522781207,0.00316644931750816,0.015807307090216542,0.0012055190013197602,0.004196457856760997,0.010838293546553612,0.0015587196526347924
2019-02-19,0.0037654212177516432,0.015109582852092095,0.000351826411199319,0.0027489886176659825,0.0006020034378277966,0.001975267511032324,0.0017292562782050096,0.002538195131016956
2019-02-20,0.0028145328046098746,-0.0017378437981698566,0.0008189898236819307,0.004712102833099425,-0.0008603336464861774,-0.00017403332086995783,0.002013153675038321,-0.0028660156496137386
